"","id","cs","Instruction","Material","CS_Valence","US_Valence","Pairing","prerating","prerating_RT","postrating","postrating_RT","pdset","pdval","pd_RT","vmval","vmconf","vm_correct","vm_RT","RKG","rkg_RT","im_correct","im_RT"
"1169","34","86.png","Control","gogos","positive","negative","paired",14,6074,5,3692,NA,NA,NA,"negative",1,TRUE,1811,"R",1487,TRUE,5613
"1170","34","87.png","Control","gogos","neutral","negative","paired",10,2149,14,2622,NA,NA,NA,"negative",2,TRUE,1749,"K",1368,TRUE,5006
"1171","34","90.png","Control","gogos","positive","positive","paired",12,2161,13,2764,NA,NA,NA,"negative",1,FALSE,8178,"K",2904,FALSE,4579
"1172","34","94.png","Control","gogos","negative","negative","paired",8,3372,14,2983,NA,NA,NA,"positive",2,FALSE,2224,"K",1430,TRUE,6869
"1173","34","95.png","Control","gogos","negative","negative","paired",8,2202,9,3109,NA,NA,NA,"negative",2,TRUE,5793,"K",3600,FALSE,2772
"1174","34","96.png","Control","gogos","negative","positive","paired",7,2943,12,2484,NA,NA,NA,"positive",1,TRUE,4630,"G",1307,TRUE,8850
"1175","34","97.png","Control","gogos","positive","positive","paired",12,4135,17,1947,NA,NA,NA,"positive",2,TRUE,6808,"K",2014,TRUE,2435
"1176","34","99.png","Control","gogos","neutral","positive","paired",9,1857,8,2617,NA,NA,NA,"positive",1,TRUE,2489,"K",1498,TRUE,4916
"1177","35","10.png","Inclusion","gogos","negative","none","nonpaired",3,7558,4,2550,"Attitude","positive",2843,"negative",1,FALSE,3416,"G",1564,NA,NA
"1178","35","16.png","Inclusion","gogos","neutral","negative","paired",13,1818,9,1280,"Attitude","positive",1886,"negative",1,TRUE,1069,"G",600,TRUE,1709
"1179","35","17.png","Inclusion","gogos","neutral","positive","paired",9,2715,9,1196,"Attitude","negative",1055,"negative",1,FALSE,1273,"G",1138,FALSE,1594
"1180","35","19.png","Inclusion","gogos","neutral","positive","paired",9,3731,12,1467,"Attitude","positive",2542,"negative",1,FALSE,1777,"G",678,FALSE,2305
"1181","35","2.png","Inclusion","gogos","negative","negative","paired",4,2679,5,2715,"Attitude","negative",900,"positive",1,FALSE,2348,"G",709,TRUE,2149
"1182","35","20.png","Inclusion","gogos","negative","positive","paired",1,2126,8,1159,"Memory","positive",2171,"positive",3,TRUE,3169,"K",1178,TRUE,1783
"1183","35","23.png","Inclusion","gogos","neutral","negative","paired",14,2451,10,988,"Memory","negative",3266,"negative",1,TRUE,1237,"G",641,FALSE,5165
"1184","35","24.png","Inclusion","gogos","positive","none","nonpaired",19,1579,5,1842,"Attitude","positive",1334,"positive",1,FALSE,934,"G",611,NA,NA
"1185","35","26.png","Inclusion","gogos","neutral","negative","paired",13,2651,9,1336,"Attitude","positive",1451,"negative",1,TRUE,975,"G",704,TRUE,2188
"1186","35","3.png","Inclusion","gogos","neutral","positive","paired",10,1983,13,1198,"Attitude","positive",1583,"negative",1,FALSE,1213,"G",932,FALSE,4968
"1187","35","30.png","Inclusion","gogos","positive","none","nonpaired",19,1845,15,2231,"Attitude","positive",1148,"negative",1,FALSE,1127,"G",714,NA,NA
"1188","35","31.png","Inclusion","gogos","neutral","negative","paired",14,1894,1,1562,"Attitude","positive",1026,"negative",1,TRUE,1125,"G",736,TRUE,3420
"1189","35","32.png","Inclusion","gogos","negative","none","nonpaired",2,2796,3,1933,"Attitude","negative",985,"negative",2,FALSE,2131,"G",869,NA,NA
"1190","35","35.png","Inclusion","gogos","negative","none","nonpaired",3,1931,8,1328,"Attitude","negative",954,"negative",1,FALSE,1059,"G",1135,NA,NA
"1191","35","4.png","Inclusion","gogos","neutral","negative","paired",13,1395,18,1455,"Memory","negative",2444,"positive",2,FALSE,2951,"R",1833,TRUE,1947
"1192","35","40.png","Inclusion","gogos","negative","negative","paired",3,1526,8,1597,"Attitude","negative",1825,"negative",1,TRUE,878,"G",609,TRUE,2748
"1193","35","44.png","Inclusion","gogos","neutral","negative","paired",12,3846,6,1803,"Attitude","negative",1521,"negative",1,TRUE,914,"G",1009,TRUE,1946
"1194","35","48.png","Inclusion","gogos","negative","positive","paired",0,1624,1,1540,"Attitude","negative",588,"positive",1,TRUE,1364,"K",3158,TRUE,1658
"1195","35","5.png","Inclusion","gogos","neutral","positive","paired",10,1432,5,1411,"Attitude","negative",927,"negative",1,FALSE,2419,"G",891,TRUE,5834
"1196","35","58.png","Inclusion","gogos","positive","none","nonpaired",19,2470,19,1346,"Memory","negative",1822,"positive",1,FALSE,1214,"G",707,NA,NA
"1197","35","60.png","Inclusion","gogos","neutral","none","nonpaired",11,1205,2,1437,"Attitude","negative",861,"negative",1,FALSE,953,"G",574,NA,NA
"1198","35","61.png","Inclusion","gogos","negative","positive","paired",1,2013,0,1842,"Attitude","negative",583,"negative",1,FALSE,975,"G",749,TRUE,5276
"1199","35","62.png","Inclusion","gogos","positive","negative","paired",19,1517,19,1441,"Memory","positive",2256,"positive",1,FALSE,1059,"G",1309,TRUE,2614
"1200","35","63.png","Inclusion","gogos","neutral","positive","paired",8,3227,9,2071,"Memory","negative",3321,"positive",1,TRUE,980,"G",1291,FALSE,4279
"1201","35","64.png","Inclusion","gogos","positive","negative","paired",19,1262,19,1662,"Attitude","positive",672,"positive",1,FALSE,1939,"G",590,TRUE,1927
"1202","35","68.png","Inclusion","gogos","positive","positive","paired",18,1847,12,1318,"Attitude","positive",1450,"positive",1,TRUE,4132,"G",1014,FALSE,1351
"1203","35","69.png","Inclusion","gogos","positive","positive","paired",18,2692,17,1583,"Memory","positive",5111,"positive",1,TRUE,1476,"G",790,FALSE,6253
"1204","35","72.png","Inclusion","gogos","neutral","negative","paired",12,2687,14,1271,"Attitude","negative",2258,"negative",1,TRUE,982,"G",669,FALSE,1213
"1205","35","73.png","Inclusion","gogos","positive","negative","paired",19,1992,11,1778,"Attitude","negative",1203,"positive",1,FALSE,4251,"G",4872,TRUE,7290
"1206","35","75.png","Inclusion","gogos","neutral","positive","paired",10,2025,12,1895,"Memory","positive",3467,"positive",3,TRUE,2378,"K",829,TRUE,2335
"1207","35","78.png","Inclusion","gogos","neutral","positive","paired",10,2427,9,1423,"Memory","positive",4585,"negative",1,FALSE,966,"G",871,TRUE,5959
"1208","35","81.png","Inclusion","gogos","neutral","none","nonpaired",11,1750,14,2468,"Attitude","positive",1488,"negative",1,FALSE,1623,"G",1225,NA,NA
"1209","35","82.png","Inclusion","gogos","positive","positive","paired",18,1250,6,2556,"Attitude","negative",1996,"negative",1,FALSE,1219,"G",767,FALSE,2708
"1210","35","83.png","Inclusion","gogos","neutral","none","nonpaired",10,2189,7,2365,"Attitude","positive",3189,"positive",1,FALSE,1250,"G",790,NA,NA
"1211","35","84.png","Inclusion","gogos","neutral","negative","paired",13,1142,2,1528,"Memory","positive",2448,"positive",1,FALSE,3637,"G",927,FALSE,1439
"1212","35","85.png","Inclusion","gogos","neutral","none","nonpaired",10,3177,6,1432,"Attitude","negative",2315,"negative",2,FALSE,8329,"R",1484,NA,NA
"1213","35","90.png","Inclusion","gogos","negative","negative","paired",3,2240,3,2070,"Attitude","negative",983,"negative",3,TRUE,1501,"G",1045,FALSE,3559
"1214","35","92.png","Inclusion","gogos","neutral","positive","paired",9,1592,4,1522,"Attitude","negative",912,"negative",1,FALSE,2189,"G",790,FALSE,4970
"1215","35","93.png","Inclusion","gogos","neutral","none","nonpaired",10,1453,7,3367,"Attitude","positive",1047,"positive",1,FALSE,3121,"G",1168,NA,NA
"1216","35","94.png","Inclusion","gogos","neutral","none","nonpaired",10,1328,10,1032,"Attitude","positive",1942,"negative",1,FALSE,825,"G",633,NA,NA
"1217","35","96.png","Inclusion","gogos","neutral","none","nonpaired",10,1346,3,1784,"Memory","negative",3711,"negative",1,FALSE,1394,"G",988,NA,NA
"1218","35","98.png","Inclusion","gogos","neutral","none","nonpaired",11,2979,8,1396,"Attitude","negative",1165,"negative",1,FALSE,996,"G",797,NA,NA
"1219","36","HM06.bmp","Inclusion","faces","negative","positive","paired",1,3543,8,4147,"Memory","negative",2682,"negative",3,FALSE,6384,"R",1086,TRUE,1225
"1220","36","HM08.bmp","Inclusion","faces","neutral","negative","paired",7,3360,4,1402,"Attitude","negative",1539,"negative",1,TRUE,938,"G",1047,FALSE,2524
"1221","36","HM09.bmp","Inclusion","faces","neutral","none","nonpaired",5,1489,1,3494,"Memory","negative",3809,"positive",1,FALSE,1231,"G",661,NA,NA
"1222","36","HM17.bmp","Inclusion","faces","neutral","negative","paired",6,1977,5,2264,"Attitude","negative",1320,"positive",1,FALSE,1756,"K",4121,FALSE,2564
"1223","36","HM22.bmp","Inclusion","faces","negative","none","nonpaired",1,2761,5,1030,"Attitude","negative",1274,"negative",1,FALSE,1735,"K",898,NA,NA
"1224","36","HM25.bmp","Inclusion","faces","neutral","none","nonpaired",5,1887,7,4405,"Attitude","negative",1946,"positive",1,FALSE,2083,"G",791,NA,NA
"1225","36","HM26.bmp","Inclusion","faces","negative","positive","paired",0,1809,7,1247,"Attitude","negative",1505,"negative",1,FALSE,1463,"G",1078,TRUE,3852
"1226","36","HM27.bmp","Inclusion","faces","neutral","negative","paired",6,1941,7,1906,"Memory","positive",1169,"positive",1,FALSE,2302,"G",861,TRUE,2163
"1227","36","HM29.bmp","Inclusion","faces","neutral","none","nonpaired",5,2280,6,1591,"Memory","negative",1505,"negative",1,FALSE,1169,"G",1103,NA,NA
"1228","36","HM30.bmp","Inclusion","faces","negative","negative","paired",2,2352,4,1025,"Memory","negative",2429,"negative",1,TRUE,1442,"G",836,TRUE,2669
"1229","36","HM32.bmp","Inclusion","faces","negative","negative","paired",2,1687,9,2116,"Attitude","negative",854,"positive",1,FALSE,1299,"G",714,TRUE,2275
"1230","36","HM33.bmp","Inclusion","faces","neutral","none","nonpaired",5,1452,8,2267,"Attitude","negative",2219,"negative",1,FALSE,1715,"G",877,NA,NA
"1231","36","HM34.bmp","Inclusion","faces","neutral","none","nonpaired",5,2659,3,1975,"Attitude","negative",1862,"positive",1,FALSE,1336,"G",860,NA,NA
"1232","36","HM37.bmp","Inclusion","faces","neutral","positive","paired",4,1384,2,1641,"Memory","negative",3562,"negative",2,FALSE,7447,"G",1176,TRUE,1418
"1233","36","HM38.bmp","Inclusion","faces","negative","negative","paired",2,3048,6,1453,"Memory","negative",1505,"positive",1,FALSE,5704,"G",822,TRUE,1774
"1234","36","HM40.bmp","Inclusion","faces","neutral","positive","paired",4,1629,9,1352,"Attitude","positive",2870,"positive",2,TRUE,2848,"G",897,TRUE,3916
"1235","36","HM43.bmp","Inclusion","faces","negative","none","nonpaired",1,1695,0,4164,"Attitude","negative",959,"negative",3,FALSE,2366,"G",2759,NA,NA
"1236","36","HM44.bmp","Inclusion","faces","neutral","positive","paired",4,1670,10,1669,"Memory","positive",3177,"negative",3,FALSE,2410,"R",2492,TRUE,4578
"1237","36","HM47.bmp","Inclusion","faces","neutral","none","nonpaired",5,1102,2,1376,"Attitude","negative",2828,"negative",2,FALSE,2260,"K",660,NA,NA
"1238","36","HM49.bmp","Inclusion","faces","neutral","positive","paired",4,1557,10,2189,"Memory","positive",1883,"positive",3,TRUE,2285,"R",1075,TRUE,1726
"1239","36","HW02.bmp","Inclusion","faces","positive","positive","paired",11,2428,3,1487,"Memory","positive",5578,"positive",2,TRUE,4571,"K",3121,FALSE,3055
"1240","36","HW04.bmp","Inclusion","faces","neutral","positive","paired",4,1782,10,1657,"Memory","positive",1946,"negative",2,FALSE,1945,"G",567,TRUE,2339
"1241","36","HW05.bmp","Inclusion","faces","neutral","none","nonpaired",5,1940,8,1342,"Attitude","positive",2534,"positive",1,FALSE,2304,"G",732,NA,NA
"1242","36","HW06.bmp","Inclusion","faces","neutral","negative","paired",5,2335,5,1154,"Attitude","negative",1841,"negative",2,TRUE,1274,"K",1164,TRUE,2269
"1243","36","HW07.bmp","Inclusion","faces","positive","positive","paired",11,2353,11,1346,"Memory","negative",1169,"negative",3,FALSE,2682,"R",1068,TRUE,3272
"1244","36","HW08.bmp","Inclusion","faces","neutral","positive","paired",4,1596,7,1650,"Memory","negative",1232,"negative",2,FALSE,960,"G",908,TRUE,2210
"1245","36","HW11.bmp","Inclusion","faces","neutral","negative","paired",6,2258,10,1816,"Memory","negative",1548,"positive",2,FALSE,1421,"G",836,FALSE,2389
"1246","36","HW13.bmp","Inclusion","faces","neutral","negative","paired",5,1623,0,2782,"Memory","negative",1273,"negative",3,TRUE,979,"R",820,TRUE,3102
"1247","36","HW18.bmp","Inclusion","faces","positive","none","nonpaired",12,2985,4,1218,"Memory","negative",1274,"negative",1,FALSE,1526,"G",1064,NA,NA
"1248","36","HW19.bmp","Inclusion","faces","positive","negative","paired",15,2226,13,1996,"Memory","negative",3185,"negative",3,TRUE,3564,"R",898,TRUE,4165
"1249","36","HW23.bmp","Inclusion","faces","neutral","positive","paired",4,1741,3,1852,"Memory","positive",3207,"negative",2,FALSE,1525,"K",822,TRUE,4860
"1250","36","HW29.bmp","Inclusion","faces","positive","none","nonpaired",12,3192,13,1601,"Memory","positive",1089,"positive",1,FALSE,1840,"G",1755,NA,NA
"1251","36","HW30.bmp","Inclusion","faces","neutral","positive","paired",4,1128,9,1180,"Attitude","negative",1043,"negative",2,FALSE,1106,"K",667,TRUE,3447
"1252","36","HW32.bmp","Inclusion","faces","positive","negative","paired",15,2178,6,2710,"Memory","negative",2664,"negative",3,TRUE,2387,"R",1517,TRUE,2346
"1253","36","HW34.bmp","Inclusion","faces","positive","none","nonpaired",13,1261,8,2378,"Attitude","positive",1043,"positive",1,FALSE,1380,"G",1388,NA,NA
"1254","36","HW35.bmp","Inclusion","faces","negative","positive","paired",0,1762,3,1602,"Memory","negative",1523,"negative",2,FALSE,2533,"K",3301,FALSE,3467
"1255","36","HW37.bmp","Inclusion","faces","positive","negative","paired",13,2308,5,1700,"Memory","negative",3206,"negative",3,TRUE,1882,"R",835,FALSE,1576
"1256","36","HW42.bmp","Inclusion","faces","neutral","negative","paired",6,1044,4,1501,"Attitude","negative",2514,"negative",2,TRUE,2168,"K",923,FALSE,2325
"1257","36","HW43.bmp","Inclusion","faces","negative","none","nonpaired",1,1418,0,2090,"Memory","negative",1170,"negative",1,FALSE,1422,"G",812,NA,NA
"1258","36","HW46.bmp","Inclusion","faces","positive","positive","paired",11,2431,7,1398,"Memory","positive",1420,"negative",2,FALSE,3058,"K",759,TRUE,2580
"1259","36","HW47.bmp","Inclusion","faces","neutral","none","nonpaired",4,1761,5,1264,"Attitude","negative",2180,"negative",2,FALSE,1547,"K",2693,NA,NA
"1260","36","HW48.bmp","Inclusion","faces","neutral","negative","paired",5,1811,5,1550,"Memory","positive",6106,"negative",1,TRUE,1441,"G",822,TRUE,3904
"1261","37","HM02.bmp","Inclusion","faces","positive","none","nonpaired",12,2521,6,1506,"Attitude","positive",7678,"positive",1,FALSE,3954,"G",671,NA,NA
"1262","37","HM04.bmp","Inclusion","faces","negative","none","nonpaired",7,2937,7,1697,"Attitude","negative",2134,"negative",1,FALSE,1865,"G",769,NA,NA
"1263","37","HM06.bmp","Inclusion","faces","negative","none","nonpaired",7,1865,7,2667,"Attitude","negative",999,"negative",1,FALSE,1405,"G",806,NA,NA
"1264","37","HM07.bmp","Inclusion","faces","negative","negative","paired",7,2039,7,1504,"Attitude","negative",1821,"negative",1,TRUE,1781,"G",763,FALSE,3536
"1265","37","HM10.bmp","Inclusion","faces","negative","negative","paired",7,2153,5,2997,"Memory","negative",3141,"negative",3,TRUE,1926,"R",2099,TRUE,1429
"1266","37","HM13.bmp","Inclusion","faces","negative","negative","paired",7,1953,5,1879,"Memory","negative",2743,"negative",3,TRUE,3816,"K",3960,TRUE,3622
"1267","37","HM15.bmp","Inclusion","faces","neutral","positive","paired",9,4015,7,1296,"Memory","negative",4085,"positive",2,TRUE,3836,"K",1441,TRUE,7330
"1268","37","HM21.bmp","Inclusion","faces","neutral","positive","paired",9,1157,7,2081,"Attitude","negative",1488,"negative",1,FALSE,4383,"G",1806,FALSE,14022
"1269","37","HM22.bmp","Inclusion","faces","neutral","positive","paired",9,1047,7,1270,"Attitude","negative",1067,"negative",1,FALSE,3166,"G",729,TRUE,5506
"1270","37","HM23.bmp","Inclusion","faces","neutral","positive","paired",9,1889,12,1963,"Attitude","negative",1167,"negative",1,FALSE,2008,"G",886,FALSE,4364
"1271","37","HM29.bmp","Inclusion","faces","neutral","positive","paired",9,1181,11,3026,"Memory","positive",2240,"positive",3,TRUE,2075,"R",1085,TRUE,2044
"1272","37","HM30.bmp","Inclusion","faces","neutral","positive","paired",9,4696,9,1696,"Attitude","negative",643,"positive",1,TRUE,4634,"G",789,TRUE,7808
"1273","37","HM31.bmp","Inclusion","faces","neutral","positive","paired",9,2796,9,1447,"Attitude","negative",664,"negative",1,FALSE,1441,"G",808,TRUE,6602
"1274","37","HM33.bmp","Inclusion","faces","neutral","positive","paired",9,2558,10,2799,"Attitude","negative",1128,"negative",2,FALSE,4994,"K",1916,TRUE,1561
"1275","37","HM39.bmp","Inclusion","faces","neutral","none","nonpaired",9,1518,11,5786,"Attitude","negative",1045,"positive",1,FALSE,1385,"G",680,NA,NA
"1276","37","HM41.bmp","Inclusion","faces","neutral","none","nonpaired",9,2746,7,1906,"Attitude","negative",1426,"negative",1,FALSE,2491,"G",743,NA,NA
"1277","37","HM42.bmp","Inclusion","faces","neutral","none","nonpaired",9,3509,6,2034,"Attitude","negative",2346,"positive",1,FALSE,2746,"G",759,NA,NA
"1278","37","HM44.bmp","Inclusion","faces","negative","none","nonpaired",6,2469,6,1757,"Attitude","negative",1164,"negative",1,FALSE,1322,"G",709,NA,NA
"1279","37","HM46.bmp","Inclusion","faces","neutral","none","nonpaired",9,1609,7,1390,"Attitude","negative",2451,"negative",1,FALSE,1253,"G",693,NA,NA
"1280","37","HM47.bmp","Inclusion","faces","neutral","none","nonpaired",9,1687,10,2189,"Attitude","negative",1737,"positive",1,FALSE,1274,"G",727,NA,NA
"1281","37","HM48.bmp","Inclusion","faces","neutral","none","nonpaired",9,2870,9,4527,"Attitude","positive",2599,"positive",1,FALSE,1675,"G",814,NA,NA
"1282","37","HM49.bmp","Inclusion","faces","neutral","none","nonpaired",9,2192,9,1592,"Attitude","negative",728,"positive",1,FALSE,1950,"G",1143,NA,NA
"1283","37","HM50.bmp","Inclusion","faces","positive","negative","paired",13,3508,12,4158,"Memory","negative",1358,"negative",3,TRUE,2614,"R",987,TRUE,1689
"1284","37","HW05.bmp","Inclusion","faces","neutral","none","nonpaired",9,1468,5,2662,"Attitude","negative",1400,"negative",1,FALSE,2189,"G",576,NA,NA
"1285","37","HW07.bmp","Inclusion","faces","neutral","negative","paired",9,2018,8,1820,"Attitude","negative",1138,"negative",1,TRUE,2134,"G",637,TRUE,4164
"1286","37","HW09.bmp","Inclusion","faces","negative","positive","paired",3,2682,5,3717,"Memory","positive",2432,"positive",2,TRUE,3101,"K",1306,TRUE,3170
"1287","37","HW10.bmp","Inclusion","faces","neutral","negative","paired",9,1878,10,1914,"Attitude","negative",2884,"positive",1,FALSE,1422,"G",927,TRUE,4413
"1288","37","HW13.bmp","Inclusion","faces","positive","negative","paired",13,4119,12,1727,"Memory","negative",1279,"negative",3,TRUE,2658,"R",1630,TRUE,1574
"1289","37","HW16.bmp","Inclusion","faces","positive","none","nonpaired",12,2457,7,2172,"Attitude","negative",2492,"negative",1,FALSE,1463,"G",646,NA,NA
"1290","37","HW17.bmp","Inclusion","faces","neutral","negative","paired",9,2382,7,1789,"Memory","negative",2239,"negative",3,TRUE,4739,"R",1171,TRUE,1846
"1291","37","HW19.bmp","Inclusion","faces","negative","positive","paired",3,3161,7,2474,"Memory","positive",2895,"positive",3,TRUE,2412,"K",2906,TRUE,3359
"1292","37","HW20.bmp","Inclusion","faces","neutral","negative","paired",9,1515,8,1868,"Attitude","negative",3248,"negative",1,TRUE,4695,"G",714,FALSE,5355
"1293","37","HW21.bmp","Inclusion","faces","neutral","negative","paired",9,1326,9,1502,"Attitude","negative",2808,"negative",1,TRUE,1589,"G",633,TRUE,11759
"1294","37","HW26.bmp","Inclusion","faces","neutral","negative","paired",9,1541,11,1851,"Attitude","negative",1211,"positive",1,FALSE,3207,"G",796,TRUE,3047
"1295","37","HW27.bmp","Inclusion","faces","neutral","negative","paired",9,1875,5,1294,"Attitude","negative",992,"negative",3,TRUE,2218,"R",1821,TRUE,2731
"1296","37","HW28.bmp","Inclusion","faces","neutral","negative","paired",9,1408,5,1907,"Attitude","negative",1588,"negative",1,TRUE,1548,"G",642,TRUE,6520
"1297","37","HW34.bmp","Inclusion","faces","positive","positive","paired",11,2601,12,2040,"Memory","positive",3478,"positive",2,TRUE,2702,"K",7032,FALSE,5098
"1298","37","HW36.bmp","Inclusion","faces","positive","positive","paired",11,2256,12,1771,"Attitude","positive",4214,"positive",1,TRUE,4046,"G",659,TRUE,7806
"1299","37","HW37.bmp","Inclusion","faces","positive","positive","paired",11,2552,14,3117,"Memory","positive",1211,"positive",3,TRUE,3415,"R",3744,TRUE,1583
"1300","37","HW41.bmp","Inclusion","faces","positive","negative","paired",12,4522,11,2353,"Memory","positive",2695,"positive",2,FALSE,2183,"K",3251,TRUE,4161
"1301","37","HW44.bmp","Inclusion","faces","positive","none","nonpaired",11,3227,9,2311,"Attitude","positive",2387,"negative",1,FALSE,1420,"G",774,NA,NA
"1302","37","HW50.bmp","Inclusion","faces","negative","positive","paired",5,3671,4,2017,"Memory","positive",2826,"positive",3,TRUE,1882,"K",1777,TRUE,4909
"1303","38","11.png","Inclusion","gogos","neutral","negative","paired",9,1829,7,1347,"Memory","negative",1648,"negative",2,TRUE,2952,"K",1596,TRUE,3561
"1304","38","13.png","Inclusion","gogos","positive","negative","paired",15,2750,11,2477,"Memory","negative",5269,"negative",2,TRUE,3504,"K",1799,TRUE,2243
"1305","38","14.png","Inclusion","gogos","positive","none","nonpaired",13,1794,11,1738,"Attitude","positive",2940,"positive",1,FALSE,1712,"G",1084,NA,NA
"1306","38","15.png","Inclusion","gogos","neutral","negative","paired",9,2827,12,2043,"Attitude","negative",2643,"positive",1,FALSE,4128,"G",1290,TRUE,2090
"1307","38","16.png","Inclusion","gogos","neutral","positive","paired",7,1992,12,2086,"Memory","positive",1823,"positive",3,TRUE,3229,"R",1455,TRUE,3152
"1308","38","19.png","Inclusion","gogos","positive","none","nonpaired",13,2036,11,2108,"Memory","positive",4395,"positive",2,FALSE,2746,"K",984,NA,NA
"1309","38","20.png","Inclusion","gogos","positive","negative","paired",14,2226,8,2540,"Memory","negative",1706,"negative",2,TRUE,1985,"K",728,FALSE,6615
"1310","38","22.png","Inclusion","gogos","neutral","positive","paired",7,1654,10,1838,"Memory","positive",1916,"positive",3,TRUE,2250,"R",1112,TRUE,4414
"1311","38","24.png","Inclusion","gogos","neutral","none","nonpaired",8,2334,11,1269,"Attitude","positive",2042,"negative",1,FALSE,3092,"G",1291,NA,NA
"1312","38","27.png","Inclusion","gogos","neutral","positive","paired",7,2284,10,1662,"Attitude","negative",2600,"positive",1,TRUE,2856,"G",937,FALSE,7209
"1313","38","3.png","Inclusion","gogos","positive","none","nonpaired",13,1880,10,1700,"Attitude","positive",2425,"negative",1,FALSE,2108,"G",1246,NA,NA
"1314","38","32.png","Inclusion","gogos","negative","positive","paired",2,2385,6,1868,"Memory","positive",4892,"positive",2,TRUE,1895,"K",919,TRUE,2386
"1315","38","35.png","Inclusion","gogos","neutral","positive","paired",7,2100,6,2079,"Attitude","negative",2504,"positive",2,TRUE,3338,"K",1160,FALSE,3030
"1316","38","36.png","Inclusion","gogos","negative","positive","paired",3,1913,7,2082,"Attitude","negative",2958,"negative",1,FALSE,3498,"G",1339,FALSE,3338
"1317","38","39.png","Inclusion","gogos","neutral","negative","paired",9,1730,11,2236,"Memory","negative",2893,"negative",3,TRUE,2549,"R",1104,TRUE,1941
"1318","38","42.png","Inclusion","gogos","negative","none","nonpaired",3,1794,8,1384,"Attitude","negative",2241,"negative",1,FALSE,5081,"G",2473,NA,NA
"1319","38","43.png","Inclusion","gogos","neutral","none","nonpaired",8,2180,10,1987,"Attitude","positive",1825,"positive",1,FALSE,3093,"G",774,NA,NA
"1320","38","48.png","Inclusion","gogos","neutral","positive","paired",7,2594,6,1816,"Attitude","negative",2405,"positive",2,TRUE,4729,"K",1146,FALSE,2598
"1321","38","5.png","Inclusion","gogos","negative","positive","paired",2,2054,5,1523,"Attitude","negative",6474,"positive",1,TRUE,6601,"G",1105,FALSE,3431
"1322","38","50.png","Inclusion","gogos","neutral","positive","paired",7,1798,10,1674,"Attitude","negative",3443,"positive",2,TRUE,3518,"K",2370,TRUE,2122
"1323","38","53.png","Inclusion","gogos","negative","none","nonpaired",3,2779,5,1749,"Attitude","negative",2196,"negative",1,FALSE,5952,"G",920,NA,NA
"1324","38","54.png","Inclusion","gogos","positive","positive","paired",12,1977,9,1661,"Memory","positive",4431,"positive",2,TRUE,2300,"K",793,FALSE,4757
"1325","38","55.png","Inclusion","gogos","negative","none","nonpaired",3,2286,7,1534,"Attitude","negative",2318,"negative",1,FALSE,2496,"G",828,NA,NA
"1326","38","57.png","Inclusion","gogos","neutral","negative","paired",8,1558,9,1441,"Memory","positive",4478,"positive",2,FALSE,4360,"G",1212,TRUE,3959
"1327","38","58.png","Inclusion","gogos","neutral","positive","paired",7,2003,11,1303,"Attitude","positive",3590,"positive",1,TRUE,3697,"K",1229,TRUE,6070
"1328","38","6.png","Inclusion","gogos","negative","negative","paired",3,1834,3,1356,"Attitude","negative",2351,"negative",1,TRUE,1739,"K",2791,TRUE,2746
"1329","38","60.png","Inclusion","gogos","positive","positive","paired",12,1920,13,1681,"Memory","positive",1854,"positive",3,TRUE,2553,"R",938,TRUE,2360
"1330","38","64.png","Inclusion","gogos","neutral","negative","paired",9,1775,10,1759,"Memory","negative",1976,"negative",2,TRUE,3448,"K",1202,TRUE,3767
"1331","38","65.png","Inclusion","gogos","neutral","negative","paired",9,2227,10,1751,"Memory","positive",2624,"positive",2,FALSE,3623,"K",1390,TRUE,3836
"1332","38","7.png","Inclusion","gogos","neutral","none","nonpaired",7,2333,7,1620,"Attitude","negative",4086,"negative",1,FALSE,2622,"G",1044,NA,NA
"1333","38","70.png","Inclusion","gogos","neutral","none","nonpaired",7,2526,6,1362,"Attitude","negative",2443,"negative",2,FALSE,2245,"K",1038,NA,NA
"1334","38","71.png","Inclusion","gogos","negative","negative","paired",3,1516,4,1625,"Memory","negative",2569,"negative",3,TRUE,1891,"R",1116,TRUE,4644
"1335","38","72.png","Inclusion","gogos","positive","positive","paired",12,1931,13,1620,"Memory","positive",2504,"positive",2,TRUE,1925,"R",1755,TRUE,3138
"1336","38","75.png","Inclusion","gogos","neutral","none","nonpaired",7,1869,4,1584,"Attitude","negative",1822,"negative",2,FALSE,2109,"K",1362,NA,NA
"1337","38","76.png","Inclusion","gogos","neutral","none","nonpaired",7,2047,8,2559,"Attitude","positive",2619,"negative",1,FALSE,1735,"G",1093,NA,NA
"1338","38","81.png","Inclusion","gogos","positive","negative","paired",13,2513,12,1627,"Memory","positive",3067,"positive",2,FALSE,1450,"K",970,TRUE,5543
"1339","38","83.png","Inclusion","gogos","neutral","none","nonpaired",7,3961,6,1942,"Attitude","negative",2568,"negative",2,FALSE,2516,"K",1273,NA,NA
"1340","38","84.png","Inclusion","gogos","neutral","negative","paired",8,2417,11,1690,"Memory","positive",1265,"positive",2,FALSE,2145,"K",911,TRUE,7331
"1341","38","94.png","Inclusion","gogos","neutral","none","nonpaired",7,2694,4,1608,"Attitude","negative",2348,"negative",1,FALSE,3254,"G",860,NA,NA
"1342","38","95.png","Inclusion","gogos","neutral","positive","paired",6,1783,9,1817,"Memory","positive",2288,"positive",2,TRUE,2443,"K",1078,TRUE,5606
