"","Condition","Subject","ICS","typUS","typCS","pdset","pdval","pd.rt","prerating","postrating","vm.resp","vm.rt","vm.correct","im.correct","im.rt","pdtrain.correct"
"3524","Inclusion","26","HM07","neg","neg","Attitude","unpleasant",1437,-33,-28,"dont know",684,NA,"TRUE",3313,0.75
"3525","Inclusion","26","HM08","pos","neutral","Memory","pleasant",1291,8,19,"pleasant",4300,"TRUE","FALSE",3992,0.75
"3526","Inclusion","26","HM14","pos","neutral","Memory","pleasant",9332,-8,15,"dont know",5704,NA,"FALSE",1514,0.75
"3527","Inclusion","26","HM15","pos","neutral","Memory","pleasant",1576,8,23,"pleasant",1187,"TRUE","FALSE",2984,0.75
"3528","Inclusion","26","HM17","pos","neutral","Memory","pleasant",1812,9,39,"pleasant",1141,"TRUE","FALSE",4539,0.75
"3529","Inclusion","26","HM20","pos","neutral","Memory","pleasant",1338,-5,11,"pleasant",1368,"TRUE","TRUE",2778,0.75
"3530","Inclusion","26","HM22","neg","neg","Attitude","unpleasant",2866,-42,-41,"dont know",607,NA,"TRUE",16477,0.75
"3531","Inclusion","26","HM25","neg","neutral","Memory","unpleasant",3999,-8,9,"unpleasant",1295,"TRUE","TRUE",4008,0.75
"3532","Inclusion","26","HM28","pos","pos","Attitude","pleasant",1838,33,35,"dont know",1219,NA,"FALSE",3705,0.75
"3533","Inclusion","26","HM29","neg","neutral","Memory","unpleasant",1748,-3,-15,"unpleasant",1448,"TRUE","TRUE",3015,0.75
"3534","Inclusion","26","HM31","pos","neutral","Attitude","pleasant",4264,2,11,"dont know",1630,NA,"TRUE",35877,0.75
"3535","Inclusion","26","HM41","neg","neutral","Memory","unpleasant",2321,8,-16,"unpleasant",1199,"TRUE","FALSE",2611,0.75
"3536","Inclusion","26","HM43","neg","neutral","Memory","unpleasant",8618,-7,-19,"unpleasant",2367,"TRUE","FALSE",8205,0.75
"3537","Inclusion","26","HM49","neg","neutral","Memory","unpleasant",2111,-8,-20,"unpleasant",936,"TRUE","FALSE",1744,0.75
"3538","Inclusion","26","HM54","neg","neutral","Memory","unpleasant",1881,5,8,"unpleasant",1236,"TRUE","FALSE",2942,0.75
"3539","Inclusion","26","HM56","pos","neutral","Memory","pleasant",4768,7,10,"pleasant",1148,"TRUE","TRUE",5503,0.75
"3540","Inclusion","26","HM58","pos","pos","Attitude","pleasant",6505,36,24,"dont know",747,NA,"TRUE",10735,0.75
"3541","Inclusion","26","HM60","neg","neutral","Memory","unpleasant",1568,-4,-13,"unpleasant",1327,"TRUE","TRUE",6491,0.75
"3542","Inclusion","26","HW05","pos","pos","Attitude","pleasant",2974,37,26,"dont know",3027,NA,"FALSE",2943,0.75
"3543","Inclusion","26","HW08","neg","neg","Attitude","unpleasant",1988,-34,-20,"dont know",1305,NA,"FALSE",6248,0.75
"3544","Inclusion","26","HW10","neg","neutral","Memory","pleasant",7392,-5,-10,"dont know",1158,NA,"TRUE",18862,0.75
"3545","Inclusion","26","HW12","neg","neutral","Memory","unpleasant",2431,-9,-17,"unpleasant",1021,"TRUE","TRUE",2401,0.75
"3546","Inclusion","26","HW16","pos","pos","Attitude","pleasant",1958,33,37,"dont know",770,NA,"FALSE",4821,0.75
"3547","Inclusion","26","HW19","pos","neutral","Memory","unpleasant",6852,-8,-13,"unpleasant",1662,"FALSE","FALSE",5716,0.75
"3548","Inclusion","26","HW20","pos","pos","Attitude","pleasant",4428,32,20,"dont know",1217,NA,"TRUE",14490,0.75
"3549","Inclusion","26","HW22","pos","neutral","Memory","pleasant",3429,9,11,"pleasant",3534,"TRUE","FALSE",18876,0.75
"3550","Inclusion","26","HW24","pos","neutral","Memory","pleasant",1446,3,41,"pleasant",1280,"TRUE","TRUE",18290,0.75
"3551","Inclusion","26","HW25","pos","pos","Attitude","pleasant",4636,37,32,"dont know",8876,NA,"TRUE",9215,0.75
"3552","Inclusion","26","HW31","neg","neg","Attitude","pleasant",2623,-32,15,"dont know",878,NA,"FALSE",4880,0.75
"3553","Inclusion","26","HW33","neg","neutral","Memory","unpleasant",1630,-6,12,"unpleasant",2509,"TRUE","TRUE",3323,0.75
"3554","Inclusion","26","HW37","pos","pos","Attitude","pleasant",1612,34,24,"dont know",724,NA,"TRUE",7704,0.75
"3555","Inclusion","26","HW41","neg","neutral","Memory","unpleasant",15563,5,14,"dont know",1548,NA,"FALSE",6771,0.75
"3556","Inclusion","26","HW46","pos","neutral","Memory","pleasant",3368,9,23,"pleasant",1155,"TRUE","FALSE",20922,0.75
"3557","Inclusion","26","HW47","pos","neutral","Memory","pleasant",2044,4,28,"pleasant",1003,"TRUE","TRUE",4396,0.75
"3558","Inclusion","26","HW52","neg","neutral","Memory","unpleasant",1794,-3,-22,"unpleasant",1027,"TRUE","FALSE",6606,0.75
"3559","Inclusion","26","HW54","pos","pos","Attitude","pleasant",1803,38,38,"pleasant",1145,"TRUE","TRUE",1760,0.75
"3560","Inclusion","26","HW59","neg","neg","Attitude","unpleasant",1037,-47,-30,"dont know",627,NA,"FALSE",10688,0.75
"3561","Inclusion","27","HM02","neg","neg","Attitude","pleasant",6810,-66,-10,"dont know",3546,NA,"FALSE",10782,0.875
"3562","Inclusion","27","HM04","pos","neutral","Memory","pleasant",1784,10,30,"pleasant",5062,"TRUE","TRUE",11592,0.875
"3563","Inclusion","27","HM06","neg","neg","Attitude","unpleasant",2134,-40,-39,"unpleasant",1582,"TRUE","FALSE",7965,0.875
"3564","Inclusion","27","HM07","pos","neutral","Memory","pleasant",2281,15,25,"pleasant",1422,"TRUE","FALSE",8015,0.875
"3565","Inclusion","27","HM11","pos","neutral","Memory","pleasant",4163,20,30,"pleasant",1456,"TRUE","FALSE",1778,0.875
"3566","Inclusion","27","HM14","neg","neg","Attitude","unpleasant",2624,-30,20,"unpleasant",1912,"TRUE","FALSE",6189,0.875
"3567","Inclusion","27","HM19","pos","pos","Attitude","pleasant",3938,85,75,"pleasant",1799,"TRUE","FALSE",9200,0.875
"3568","Inclusion","27","HM21","pos","neutral","Memory","unpleasant",2726,10,-30,"unpleasant",1817,"FALSE","TRUE",4780,0.875
"3569","Inclusion","27","HM22","neg","neg","Attitude","unpleasant",2672,-55,-10,"dont know",2442,NA,"FALSE",12583,0.875
"3570","Inclusion","27","HM23","neg","neutral","Attitude","unpleasant",5122,-10,20,"unpleasant",1466,"TRUE","TRUE",5011,0.875
"3571","Inclusion","27","HM24","neg","neg","Attitude","unpleasant",8868,-30,-15,"dont know",3142,NA,"FALSE",5447,0.875
"3572","Inclusion","27","HM34","neg","neg","Memory","unpleasant",2217,-30,-50,"unpleasant",1255,"TRUE","FALSE",10225,0.875
"3573","Inclusion","27","HM37","neg","neg","Attitude","unpleasant",2457,-48,14,"dont know",2078,NA,"TRUE",6175,0.875
"3574","Inclusion","27","HM43","pos","neutral","Memory","pleasant",5554,10,10,"pleasant",1896,"TRUE","TRUE",6772,0.875
"3575","Inclusion","27","HM45","neg","neutral","Memory","pleasant",2875,5,10,"pleasant",3222,"FALSE","FALSE",8509,0.875
"3576","Inclusion","27","HM49","pos","neutral","Memory","unpleasant",2150,0,-20,"unpleasant",3218,"FALSE","FALSE",7366,0.875
"3577","Inclusion","27","HM50","pos","pos","Attitude","pleasant",2559,100,100,"pleasant",1903,"TRUE","TRUE",15953,0.875
"3578","Inclusion","27","HM58","neg","neutral","Attitude","pleasant",2860,-20,15,"dont know",6789,NA,"TRUE",4127,0.875
"3579","Inclusion","27","HM59","neg","neutral","Memory","unpleasant",1829,20,15,"unpleasant",1553,"TRUE","TRUE",13656,0.875
"3580","Inclusion","27","HW02","pos","neutral","Attitude","pleasant",3459,0,20,"pleasant",2243,"TRUE","TRUE",4221,0.875
"3581","Inclusion","27","HW04","pos","neutral","Attitude","pleasant",3451,0,60,"dont know",2866,NA,"TRUE",7922,0.875
"3582","Inclusion","27","HW08","neg","neutral","Memory","unpleasant",1648,20,5,"dont know",2528,NA,"FALSE",14410,0.875
"3583","Inclusion","27","HW11","pos","neutral","Attitude","pleasant",2110,-10,30,"pleasant",1830,"TRUE","TRUE",5302,0.875
"3584","Inclusion","27","HW15","pos","pos","Attitude","pleasant",10644,80,40,"pleasant",5753,"TRUE","TRUE",1693,0.875
"3585","Inclusion","27","HW16","pos","neutral","Memory","pleasant",2543,-20,70,"pleasant",1456,"TRUE","FALSE",1304,0.875
"3586","Inclusion","27","HW17","pos","pos","Attitude","pleasant",2874,100,35,"dont know",1439,NA,"FALSE",8662,0.875
"3587","Inclusion","27","HW18","pos","pos","Attitude","pleasant",3415,80,30,"pleasant",1487,"TRUE","TRUE",3548,0.875
"3588","Inclusion","27","HW19","pos","neutral","Memory","pleasant",4636,20,10,"pleasant",1408,"TRUE","TRUE",4224,0.875
"3589","Inclusion","27","HW23","neg","neutral","Attitude","pleasant",2321,-10,25,"dont know",2678,NA,"TRUE",1480,0.875
"3590","Inclusion","27","HW30","pos","neutral","Memory","pleasant",2136,10,31,"pleasant",1706,"TRUE","FALSE",14341,0.875
"3591","Inclusion","27","HW32","pos","pos","Attitude","pleasant",2276,80,30,"unpleasant",4195,"FALSE","TRUE",7616,0.875
"3592","Inclusion","27","HW34","neg","neutral","Memory","unpleasant",11030,-10,-66,"unpleasant",1616,"TRUE","FALSE",3373,0.875
"3593","Inclusion","27","HW35","neg","neg","Attitude","unpleasant",1564,-66,-80,"dont know",1879,NA,"FALSE",7058,0.875
"3594","Inclusion","27","HW36","pos","pos","Attitude","pleasant",3648,75,40,"dont know",1463,NA,"TRUE",7164,0.875
"3595","Inclusion","27","HW42","neg","neutral","Attitude","pleasant",4109,-15,10,"dont know",1716,NA,"TRUE",4200,0.875
"3596","Inclusion","27","HW50","neg","neutral","Memory","unpleasant",2984,-10,-20,"unpleasant",1416,"TRUE","TRUE",1413,0.875
"3597","Inclusion","27","HW51","neg","neutral","Memory","unpleasant",3024,-20,-25,"unpleasant",2814,"TRUE","FALSE",4557,0.875
"3598","Inclusion","27","HW52","neg","neutral","Memory","unpleasant",1766,-20,-21,"unpleasant",1419,"TRUE","TRUE",2023,0.875
"3599","Inclusion","27","HW53","pos","pos","Attitude","pleasant",2266,80,40,"dont know",2658,NA,"TRUE",7365,0.875
"3600","Inclusion","27","HW59","neg","neutral","Memory","unpleasant",3817,0,3,"unpleasant",2742,"TRUE","FALSE",8236,0.875
"3641","Inclusion","29","HM02","pos","neutral","Attitude","pleasant",12343,10,10,"dont know",1076,NA,"TRUE",9827,1
"3642","Inclusion","29","HM05","pos","pos","Attitude","pleasant",2399,90,90,"dont know",1245,NA,"TRUE",8810,1
"3643","Inclusion","29","HM06","neg","neg","Attitude","unpleasant",2783,-70,-20,"dont know",1914,NA,"TRUE",8212,1
"3644","Inclusion","29","HM07","neg","neg","Attitude","unpleasant",2584,-60,-60,"dont know",1901,NA,"TRUE",10854,1
"3645","Inclusion","29","HM08","neg","neutral","Memory","unpleasant",6332,-5,5,"pleasant",3586,"FALSE","FALSE",13538,1
"3646","Inclusion","29","HM09","pos","pos","Attitude","pleasant",1750,85,50,"dont know",1564,NA,"FALSE",9637,1
"3647","Inclusion","29","HM10","pos","neutral","Memory","unpleasant",3794,10,-40,"pleasant",3359,"TRUE","FALSE",5121,1
"3648","Inclusion","29","HM14","neg","neutral","Memory","pleasant",7771,10,-15,"dont know",986,NA,"TRUE",4084,1
"3649","Inclusion","29","HM15","pos","neutral","Attitude","pleasant",5270,-10,10,"dont know",970,NA,"FALSE",9054,1
"3650","Inclusion","29","HM16","pos","neutral","Attitude","unpleasant",4219,5,-25,"dont know",1404,NA,"TRUE",4847,1
"3651","Inclusion","29","HM19","neg","neutral","Attitude","unpleasant",3101,-10,-35,"dont know",1839,NA,"FALSE",6351,1
"3652","Inclusion","29","HM21","neg","neutral","Memory","pleasant",3945,-10,15,"dont know",1315,NA,"FALSE",6799,1
"3653","Inclusion","29","HM23","neg","neutral","Attitude","unpleasant",1497,-10,-30,"dont know",1147,NA,"TRUE",4281,1
"3654","Inclusion","29","HM24","neg","neutral","Attitude","pleasant",8523,10,20,"dont know",1421,NA,"FALSE",7007,1
"3655","Inclusion","29","HM29","pos","neutral","Memory","pleasant",3047,-10,20,"dont know",933,NA,"TRUE",10392,1
"3656","Inclusion","29","HM30","neg","neutral","Attitude","pleasant",3416,-10,15,"dont know",2196,NA,"TRUE",7257,1
"3657","Inclusion","29","HM33","pos","neutral","Attitude","unpleasant",7856,-10,-10,"dont know",2050,NA,"FALSE",7993,1
"3658","Inclusion","29","HM35","neg","neg","Attitude","unpleasant",2983,-70,-70,"dont know",1069,NA,"TRUE",4539,1
"3659","Inclusion","29","HM37","neg","neg","Attitude","unpleasant",1881,-60,-70,"dont know",1435,NA,"FALSE",6131,1
"3660","Inclusion","29","HM44","pos","neutral","Memory","pleasant",5703,10,10,"dont know",4299,NA,"TRUE",5213,1
"3661","Inclusion","29","HM49","neg","neg","Attitude","unpleasant",2437,-70,-100,"dont know",1612,NA,"TRUE",7268,1
"3662","Inclusion","29","HM50","neg","neg","Attitude","unpleasant",1712,-100,-95,"dont know",1121,NA,"TRUE",12282,1
"3663","Inclusion","29","HM55","neg","neutral","Memory","unpleasant",19352,10,30,"dont know",6918,NA,"FALSE",30122,1
"3664","Inclusion","29","HM57","pos","neutral","Memory","unpleasant",6013,-10,15,"unpleasant",3518,"FALSE","FALSE",9480,1
"3665","Inclusion","29","HW05","neg","neutral","Memory","unpleasant",3497,10,-100,"unpleasant",1502,"TRUE","TRUE",13634,1
"3666","Inclusion","29","HW08","pos","neutral","Attitude","unpleasant",3720,-10,-25,"dont know",2885,NA,"TRUE",4130,1
"3667","Inclusion","29","HW11","pos","neutral","Attitude","pleasant",7920,10,-10,"dont know",1187,NA,"TRUE",2354,1
"3668","Inclusion","29","HW16","pos","neutral","Memory","pleasant",3278,10,30,"pleasant",1378,"TRUE","TRUE",14129,1
"3669","Inclusion","29","HW27","neg","neutral","Attitude","pleasant",3150,-10,-10,"dont know",1146,NA,"FALSE",9965,1
"3670","Inclusion","29","HW31","pos","pos","Attitude","pleasant",2899,80,40,"dont know",1128,NA,"FALSE",6287,1
"3671","Inclusion","29","HW32","pos","pos","Memory","pleasant",7286,90,50,"dont know",852,NA,"TRUE",9446,1
"3672","Inclusion","29","HW34","pos","pos","Attitude","pleasant",1648,80,80,"dont know",1228,NA,"TRUE",14040,1
"3673","Inclusion","29","HW35","neg","neg","Attitude","unpleasant",2048,-60,-70,"dont know",1034,NA,"FALSE",11471,1
"3674","Inclusion","29","HW44","pos","pos","Attitude","pleasant",3054,80,20,"dont know",964,NA,"FALSE",5532,1
"3675","Inclusion","29","HW54","pos","pos","Attitude","pleasant",3689,85,45,"dont know",2547,NA,"FALSE",13284,1
"3676","Inclusion","29","HW56","neg","neutral","Attitude","unpleasant",7217,10,-30,"dont know",2736,NA,"FALSE",5236,1
"3677","Inclusion","29","HW57","pos","neutral","Memory","pleasant",4640,10,40,"dont know",5093,NA,"TRUE",3268,1
"3678","Inclusion","29","HW58","neg","neutral","Memory","unpleasant",4095,-10,20,"unpleasant",3230,"TRUE","FALSE",2153,1
"3679","Inclusion","29","HW59","neg","neg","Attitude","unpleasant",2551,-100,-100,"dont know",1085,NA,"FALSE",8967,1
"3680","Inclusion","29","HW60","pos","pos","Attitude","pleasant",3465,100,100,"dont know",1517,NA,"FALSE",12689,1
"3721","Inclusion","31","HM06","neg","neg","Attitude","unpleasant",3385,-71,-65,"dont know",764,NA,"TRUE",5851,0.875
"3722","Inclusion","31","HM08","neg","neg","Attitude","unpleasant",2053,-62,-37,"dont know",1050,NA,"TRUE",24570,0.875
"3723","Inclusion","31","HM10","neg","neutral","Memory","unpleasant",2197,0,18,"unpleasant",513,"TRUE","FALSE",5283,0.875
"3724","Inclusion","31","HM12","pos","pos","Attitude","pleasant",1327,83,42,"dont know",990,NA,"TRUE",9159,0.875
"3725","Inclusion","31","HM13","pos","pos","Attitude","pleasant",2933,84,29,"dont know",1667,NA,"FALSE",12962,0.875
"3726","Inclusion","31","HM14","pos","neutral","Attitude","unpleasant",1976,0,-49,"dont know",1972,NA,"FALSE",624,0.875
"3727","Inclusion","31","HM16","pos","pos","Attitude","pleasant",2012,78,83,"dont know",2506,NA,"TRUE",6196,0.875
"3728","Inclusion","31","HM21","neg","neg","Attitude","unpleasant",2687,-73,-77,"dont know",741,NA,"FALSE",3676,0.875
"3729","Inclusion","31","HM23","neg","neutral","Memory","unpleasant",2396,0,32,"unpleasant",1305,"TRUE","TRUE",5352,0.875
"3730","Inclusion","31","HM32","neg","neutral","Attitude","pleasant",3908,6,10,"dont know",1312,NA,"TRUE",4745,0.875
"3731","Inclusion","31","HM38","neg","neutral","Attitude","unpleasant",2827,-21,12,"dont know",1733,NA,"FALSE",3662,0.875
"3732","Inclusion","31","HM39","neg","neutral","Memory","unpleasant",3192,-21,-31,"unpleasant",1404,"TRUE","TRUE",3520,0.875
"3733","Inclusion","31","HM43","neg","neg","Attitude","unpleasant",5259,-100,-79,"dont know",500,NA,"TRUE",573,0.875
"3734","Inclusion","31","HM44","neg","neg","Attitude","unpleasant",3128,-67,-74,"dont know",1340,NA,"FALSE",3159,0.875
"3735","Inclusion","31","HM45","neg","neutral","Memory","unpleasant",2508,0,33,"unpleasant",3683,"TRUE","FALSE",20443,0.875
"3736","Inclusion","31","HM46","neg","neutral","Attitude","pleasant",1934,0,48,"dont know",1142,NA,"TRUE",7964,0.875
"3737","Inclusion","31","HM50","pos","pos","Attitude","pleasant",2040,83,47,"dont know",760,NA,"TRUE",2994,0.875
"3738","Inclusion","31","HM52","pos","neutral","Memory","pleasant",4202,0,19,"pleasant",1086,"TRUE","FALSE",3015,0.875
"3739","Inclusion","31","HM56","neg","neg","Attitude","unpleasant",1681,-78,-78,"dont know",1759,NA,"FALSE",3244,0.875
"3740","Inclusion","31","HM57","pos","neutral","Attitude","unpleasant",2577,0,-31,"pleasant",1489,"TRUE","TRUE",3740,0.875
"3741","Inclusion","31","HM60","pos","pos","Attitude","pleasant",2052,98,62,"dont know",628,NA,"TRUE",4870,0.875
"3742","Inclusion","31","HW09","pos","neutral","Memory","pleasant",2179,0,-52,"pleasant",938,"TRUE","FALSE",14491,0.875
"3743","Inclusion","31","HW13","pos","neutral","Memory","pleasant",3785,4,14,"pleasant",1503,"TRUE","TRUE",4551,0.875
"3744","Inclusion","31","HW14","neg","neutral","Memory","pleasant",3487,22,40,"dont know",2932,NA,"TRUE",9258,0.875
"3745","Inclusion","31","HW16","pos","neutral","Memory","pleasant",2003,0,16,"pleasant",1145,"TRUE","FALSE",6335,0.875
"3746","Inclusion","31","HW19","pos","neutral","Memory","pleasant",1918,20,43,"pleasant",1250,"TRUE","FALSE",2668,0.875
"3747","Inclusion","31","HW28","neg","neutral","Memory","pleasant",3999,0,57,"dont know",2356,NA,"TRUE",8645,0.875
"3748","Inclusion","31","HW29","pos","pos","Attitude","pleasant",2306,91,89,"dont know",1577,NA,"TRUE",3341,0.875
"3749","Inclusion","31","HW33","pos","pos","Attitude","pleasant",1789,85,63,"dont know",1015,NA,"TRUE",4998,0.875
"3750","Inclusion","31","HW35","neg","neutral","Attitude","unpleasant",5300,0,-39,"dont know",744,NA,"TRUE",5565,0.875
"3751","Inclusion","31","HW37","pos","neutral","Attitude","unpleasant",11409,18,-23,"dont know",1075,NA,"FALSE",10495,0.875
"3752","Inclusion","31","HW40","pos","neutral","Attitude","pleasant",4878,18,-15,"dont know",674,NA,"FALSE",1851,0.875
"3753","Inclusion","31","HW45","pos","neutral","Attitude","unpleasant",1706,-12,-19,"dont know",1756,NA,"TRUE",4276,0.875
"3754","Inclusion","31","HW49","pos","neutral","Attitude","pleasant",3151,4,-41,"dont know",2199,NA,"TRUE",2259,0.875
"3755","Inclusion","31","HW51","pos","pos","Attitude","pleasant",3093,100,76,"dont know",908,NA,"FALSE",4265,0.875
"3756","Inclusion","31","HW53","neg","neutral","Attitude","pleasant",1570,0,42,"dont know",1657,NA,"TRUE",16603,0.875
"3757","Inclusion","31","HW55","neg","neg","Attitude","unpleasant",2282,-66,-79,"dont know",855,NA,"FALSE",5238,0.875
"3758","Inclusion","31","HW57","neg","neg","Attitude","unpleasant",2301,-86,-44,"dont know",485,NA,"TRUE",4438,0.875
"3759","Inclusion","31","HW58","neg","neutral","Memory","unpleasant",2352,17,-26,"unpleasant",1687,"TRUE","FALSE",4034,0.875
"3760","Inclusion","31","HW60","pos","neutral","Memory","pleasant",2074,-21,56,"pleasant",1607,"TRUE","TRUE",6068,0.875
"3761","Inclusion","32","HM01","pos","neutral","Memory","pleasant",3544,10,9,"pleasant",1721,"TRUE","TRUE",2323,0.875
"3762","Inclusion","32","HM02","pos","neutral","Memory","pleasant",2429,-9,-13,"dont know",1057,NA,"TRUE",7935,0.875
"3763","Inclusion","32","HM04","neg","neg","Attitude","unpleasant",2331,-67,-45,"dont know",630,NA,"TRUE",5442,0.875
"3764","Inclusion","32","HM09","neg","neutral","Memory","pleasant",2028,12,21,"dont know",943,NA,"TRUE",8015,0.875
"3765","Inclusion","32","HM10","neg","neg","Attitude","unpleasant",3804,-41,-33,"unpleasant",3287,"TRUE","FALSE",9574,0.875
"3766","Inclusion","32","HM11","neg","neg","Attitude","unpleasant",1085,-40,-29,"dont know",915,NA,"FALSE",6136,0.875
"3767","Inclusion","32","HM15","pos","neutral","Attitude","pleasant",3351,8,16,"dont know",1042,NA,"TRUE",4765,0.875
"3768","Inclusion","32","HM16","neg","neutral","Memory","unpleasant",3525,5,-17,"unpleasant",2078,"TRUE","FALSE",3581,0.875
"3769","Inclusion","32","HM19","pos","neutral","Memory","pleasant",4243,-6,11,"pleasant",1190,"TRUE","TRUE",7796,0.875
"3770","Inclusion","32","HM21","neg","neg","Memory","pleasant",3851,-33,-28,"dont know",2305,NA,"TRUE",7992,0.875
"3771","Inclusion","32","HM28","pos","neutral","Memory","pleasant",3450,10,17,"pleasant",5205,"TRUE","TRUE",6569,0.875
"3772","Inclusion","32","HM29","pos","neutral","Attitude","unpleasant",9445,-11,-16,"dont know",744,NA,"TRUE",13655,0.875
"3773","Inclusion","32","HM32","neg","neutral","Attitude","pleasant",3135,-9,-6,"dont know",1002,NA,"FALSE",4692,0.875
"3774","Inclusion","32","HM33","neg","neutral","Memory","unpleasant",3692,-9,6,"unpleasant",1469,"TRUE","TRUE",2461,0.875
"3775","Inclusion","32","HM37","neg","neg","Attitude","unpleasant",1129,-42,-23,"dont know",782,NA,"TRUE",7796,0.875
"3776","Inclusion","32","HM41","neg","neg","Attitude","unpleasant",1005,-35,-32,"dont know",870,NA,"FALSE",55053,0.875
"3777","Inclusion","32","HM44","pos","pos","Attitude","pleasant",1539,43,31,"dont know",1671,NA,"TRUE",4080,0.875
"3778","Inclusion","32","HM47","neg","neutral","Memory","unpleasant",7799,12,-9,"dont know",911,NA,"TRUE",11314,0.875
"3779","Inclusion","32","HM49","neg","neg","Attitude","unpleasant",1730,-33,-22,"dont know",853,NA,"TRUE",4700,0.875
"3780","Inclusion","32","HM50","neg","neutral","Memory","pleasant",1432,-8,15,"pleasant",1383,"FALSE","TRUE",10214,0.875
"3781","Inclusion","32","HM53","pos","pos","Attitude","pleasant",2079,63,56,"dont know",1346,NA,"FALSE",9075,0.875
"3782","Inclusion","32","HW01","pos","pos","Attitude","pleasant",1391,56,41,"dont know",621,NA,"FALSE",18988,0.875
"3783","Inclusion","32","HW06","pos","neutral","Attitude","pleasant",884,6,31,"dont know",840,NA,"TRUE",4804,0.875
"3784","Inclusion","32","HW10","pos","neutral","Attitude","pleasant",5918,12,10,"dont know",949,NA,"TRUE",5254,0.875
"3785","Inclusion","32","HW14","neg","neutral","Memory","unpleasant",1454,12,17,"unpleasant",958,"TRUE","TRUE",7213,0.875
"3786","Inclusion","32","HW16","neg","neutral","Memory","unpleasant",1229,-7,-12,"unpleasant",2862,"TRUE","TRUE",3118,0.875
"3787","Inclusion","32","HW17","pos","neutral","Memory","pleasant",4408,8,20,"pleasant",1450,"TRUE","TRUE",3506,0.875
"3788","Inclusion","32","HW21","pos","pos","Attitude","pleasant",1562,40,31,"dont know",641,NA,"FALSE",6398,0.875
"3789","Inclusion","32","HW23","pos","pos","Attitude","pleasant",1895,76,42,"dont know",1723,NA,"TRUE",7773,0.875
"3790","Inclusion","32","HW24","pos","neutral","Memory","pleasant",2012,8,-7,"dont know",2344,NA,"TRUE",10192,0.875
"3791","Inclusion","32","HW25","pos","pos","Attitude","pleasant",571,41,29,"dont know",899,NA,"TRUE",8725,0.875
"3792","Inclusion","32","HW27","neg","neutral","Attitude","unpleasant",2291,-11,-31,"dont know",1403,NA,"FALSE",26298,0.875
"3793","Inclusion","32","HW35","neg","neg","Attitude","unpleasant",513,-42,-20,"dont know",1019,NA,"FALSE",7543,0.875
"3794","Inclusion","32","HW36","pos","pos","Attitude","pleasant",1693,48,25,"dont know",1857,NA,"TRUE",6353,0.875
"3795","Inclusion","32","HW40","neg","neutral","Attitude","pleasant",6325,12,25,"dont know",1474,NA,"FALSE",6638,0.875
"3796","Inclusion","32","HW45","neg","neutral","Attitude","pleasant",2840,-11,-16,"dont know",839,NA,"FALSE",7496,0.875
"3797","Inclusion","32","HW47","neg","neutral","Memory","unpleasant",1874,-12,-18,"unpleasant",4387,"TRUE","FALSE",11676,0.875
"3798","Inclusion","32","HW49","pos","neutral","Memory","pleasant",1679,5,4,"pleasant",1441,"TRUE","TRUE",3311,0.875
"3799","Inclusion","32","HW51","pos","neutral","Memory","pleasant",1718,6,6,"pleasant",1248,"TRUE","FALSE",13326,0.875
"3800","Inclusion","32","HW57","pos","pos","Attitude","pleasant",2852,49,34,"dont know",885,NA,"TRUE",7234,0.875
"3801","Inclusion","33","HM02","pos","neutral","Memory","pleasant",9323,-10,13,"dont know",4126,NA,"FALSE",5718,0.875
"3802","Inclusion","33","HM04","neg","neg","Attitude","unpleasant",14868,-79,-41,"dont know",1465,NA,"TRUE",1550,0.875
"3803","Inclusion","33","HM06","neg","neg","Attitude","unpleasant",2248,-45,-30,"unpleasant",984,"TRUE","FALSE",5617,0.875
"3804","Inclusion","33","HM07","neg","neg","Attitude","unpleasant",2166,-43,-35,"dont know",4730,NA,"FALSE",4123,0.875
"3805","Inclusion","33","HM08","pos","pos","Attitude","pleasant",2372,57,42,"dont know",1045,NA,"FALSE",3230,0.875
"3806","Inclusion","33","HM11","neg","neg","Attitude","unpleasant",13714,-48,-28,"dont know",1161,NA,"TRUE",7471,0.875
"3807","Inclusion","33","HM15","neg","neutral","Memory","unpleasant",2513,10,-26,"unpleasant",1060,"TRUE","TRUE",13015,0.875
"3808","Inclusion","33","HM19","pos","pos","Attitude","pleasant",1510,66,67,"dont know",1463,NA,"FALSE",6296,0.875
"3809","Inclusion","33","HM20","neg","neg","Attitude","unpleasant",2206,-46,-15,"dont know",3258,NA,"TRUE",3207,0.875
"3810","Inclusion","33","HM22","neg","neg","Attitude","unpleasant",4656,-73,-44,"dont know",3574,NA,"FALSE",8157,0.875
"3811","Inclusion","33","HM24","neg","neutral","Memory","unpleasant",3257,13,-8,"unpleasant",2224,"TRUE","FALSE",1485,0.875
"3812","Inclusion","33","HM26","pos","neutral","Memory","pleasant",1488,5,29,"pleasant",1066,"TRUE","TRUE",4295,0.875
"3813","Inclusion","33","HM29","pos","neutral","Memory","pleasant",7643,13,35,"dont know",1382,NA,"FALSE",9901,0.875
"3814","Inclusion","33","HM34","neg","neutral","Attitude","unpleasant",1292,14,-11,"dont know",1303,NA,"FALSE",10575,0.875
"3815","Inclusion","33","HM37","neg","neg","Attitude","unpleasant",651,-56,-15,"dont know",3456,NA,"TRUE",6773,0.875
"3816","Inclusion","33","HM48","pos","neutral","Memory","pleasant",1941,12,24,"pleasant",1174,"TRUE","TRUE",10119,0.875
