"","Condition","Subject","ICS","typUS","typCS","pdset","pdval","pd.rt","prerating","postrating","vm.resp","vm.rt","vm.correct","im.correct","im.rt","pdtrain.correct"
"943","Exclusion","47","HW10","neg","neutral","Attitude","unpleasant",2687,-25,-71,"dont know",1157,NA,"FALSE",3140,0.75
"944","Exclusion","47","HW13","pos","pos","Attitude","unpleasant",3099,75,36,"dont know",1098,NA,"FALSE",4849,0.75
"945","Exclusion","47","HW14","pos","pos","Attitude","unpleasant",2386,80,92,"pleasant",1282,"TRUE","TRUE",3370,0.75
"946","Exclusion","47","HW17","pos","neutral","Memory","pleasant",3366,25,34,"pleasant",2772,"TRUE","TRUE",10903,0.75
"947","Exclusion","47","HW18","pos","pos","Attitude","unpleasant",2676,75,62,"dont know",935,NA,"FALSE",3286,0.75
"948","Exclusion","47","HW20","neg","neutral","Attitude","pleasant",2775,20,54,"dont know",1061,NA,"TRUE",1695,0.75
"949","Exclusion","47","HW21","pos","neutral","Attitude","pleasant",5582,-20,41,"dont know",1172,NA,"TRUE",8686,0.75
"950","Exclusion","47","HW26","neg","neutral","Attitude","unpleasant",2947,35,33,"dont know",1216,NA,"TRUE",4682,0.75
"951","Exclusion","47","HW27","pos","neutral","Memory","pleasant",9799,-25,50,"pleasant",2224,"TRUE","TRUE",3694,0.75
"952","Exclusion","47","HW28","pos","neutral","Attitude","unpleasant",8724,30,49,"dont know",844,NA,"FALSE",9408,0.75
"953","Exclusion","47","HW32","pos","pos","Attitude","unpleasant",2625,75,41,"dont know",678,NA,"FALSE",4762,0.75
"954","Exclusion","47","HW37","neg","neutral","Memory","unpleasant",4455,10,18,"unpleasant",1563,"TRUE","FALSE",3039,0.75
"955","Exclusion","47","HW40","neg","neutral","Attitude","unpleasant",1879,-5,33,"dont know",1587,NA,"FALSE",3049,0.75
"956","Exclusion","47","HW42","pos","neutral","Attitude","unpleasant",6022,-25,-18,"dont know",1350,NA,"FALSE",4021,0.75
"957","Exclusion","47","HW43","pos","neutral","Memory","pleasant",9324,-10,25,"pleasant",1761,"TRUE","FALSE",2897,0.75
"958","Exclusion","47","HW47","neg","neg","Attitude","pleasant",1681,-85,-32,"dont know",921,NA,"FALSE",5328,0.75
"959","Exclusion","47","HW54","pos","pos","Attitude","unpleasant",3033,90,92,"dont know",1174,NA,"FALSE",3737,0.75
"960","Exclusion","47","HW60","pos","pos","Attitude","unpleasant",6566,90,95,"pleasant",1172,"TRUE","TRUE",4084,0.75
"961","Exclusion","48","HM01","pos","neutral","Memory","unpleasant",6426,14,15,"unpleasant",1284,"FALSE","FALSE",16963,1
"962","Exclusion","48","HM03","pos","neutral","Memory","pleasant",2201,5,10,"pleasant",2693,"TRUE","TRUE",10220,1
"963","Exclusion","48","HM04","neg","neg","Attitude","pleasant",2597,-50,-20,"dont know",1956,NA,"FALSE",6607,1
"964","Exclusion","48","HM06","neg","neg","Attitude","pleasant",4211,-30,-40,"unpleasant",1104,"TRUE","FALSE",4324,1
"965","Exclusion","48","HM07","pos","neutral","Memory","unpleasant",1437,5,15,"unpleasant",992,"FALSE","FALSE",7824,1
"966","Exclusion","48","HM11","neg","neg","Attitude","pleasant",4604,-30,30,"pleasant",1703,"FALSE","TRUE",3263,1
"967","Exclusion","48","HM17","pos","pos","Attitude","unpleasant",1976,80,30,"pleasant",764,"TRUE","FALSE",12742,1
"968","Exclusion","48","HM23","neg","neutral","Memory","unpleasant",1071,-10,50,"unpleasant",1167,"TRUE","FALSE",9097,1
"969","Exclusion","48","HM32","pos","neutral","Memory","pleasant",2360,10,30,"pleasant",976,"TRUE","TRUE",1972,1
"970","Exclusion","48","HM37","neg","neg","Attitude","pleasant",1885,-85,-85,"unpleasant",3108,"TRUE","FALSE",3765,1
"971","Exclusion","48","HM38","pos","neutral","Memory","pleasant",2252,10,15,"dont know",1488,NA,"TRUE",4529,1
"972","Exclusion","48","HM39","pos","neutral","Attitude","unpleasant",14303,11,30,"unpleasant",1178,"FALSE","TRUE",1801,1
"973","Exclusion","48","HM40","pos","neutral","Memory","unpleasant",4929,15,50,"unpleasant",972,"FALSE","FALSE",8151,1
"974","Exclusion","48","HM47","neg","neutral","Memory","unpleasant",2635,-10,55,"unpleasant",5327,"TRUE","TRUE",15419,1
"975","Exclusion","48","HM49","neg","neg","Attitude","pleasant",5123,-60,15,"dont know",302,NA,"TRUE",4364,1
"976","Exclusion","48","HM51","pos","pos","Attitude","unpleasant",2710,80,85,"pleasant",1384,"TRUE","TRUE",5507,1
"977","Exclusion","48","HM52","pos","neutral","Memory","pleasant",1767,5,50,"pleasant",1048,"TRUE","TRUE",2737,1
"978","Exclusion","48","HM53","pos","pos","Attitude","unpleasant",1707,87,60,"pleasant",738,"TRUE","TRUE",5532,1
"979","Exclusion","48","HM60","neg","neutral","Memory","unpleasant",977,10,45,"unpleasant",1006,"TRUE","FALSE",2250,1
"980","Exclusion","48","HW02","pos","pos","Attitude","unpleasant",2061,89,70,"pleasant",730,"TRUE","FALSE",11740,1
"981","Exclusion","48","HW09","pos","neutral","Memory","pleasant",1772,-10,-20,"pleasant",963,"TRUE","FALSE",1991,1
"982","Exclusion","48","HW15","pos","pos","Attitude","unpleasant",2163,90,65,"pleasant",955,"TRUE","TRUE",6500,1
"983","Exclusion","48","HW16","neg","neutral","Memory","unpleasant",985,-5,20,"unpleasant",914,"TRUE","FALSE",9022,1
"984","Exclusion","48","HW19","neg","neg","Attitude","pleasant",5106,-30,5,"pleasant",1155,"FALSE","FALSE",1721,1
"985","Exclusion","48","HW24","neg","neutral","Memory","unpleasant",2141,14,70,"unpleasant",912,"TRUE","FALSE",3300,1
"986","Exclusion","48","HW25","pos","pos","Attitude","unpleasant",2019,80,75,"dont know",926,NA,"FALSE",2647,1
"987","Exclusion","48","HW27","neg","neutral","Memory","pleasant",1546,10,60,"unpleasant",1084,"TRUE","TRUE",8424,1
"988","Exclusion","48","HW33","pos","neutral","Memory","unpleasant",1926,-5,40,"pleasant",2561,"TRUE","FALSE",8492,1
"989","Exclusion","48","HW34","pos","pos","Attitude","unpleasant",2473,80,70,"pleasant",572,"TRUE","FALSE",4476,1
"990","Exclusion","48","HW35","neg","neutral","Memory","unpleasant",1789,-10,-15,"unpleasant",916,"TRUE","FALSE",4238,1
"991","Exclusion","48","HW37","neg","neg","Attitude","unpleasant",39958,-30,50,"dont know",1663,NA,"TRUE",5209,1
"992","Exclusion","48","HW43","pos","neutral","Memory","unpleasant",1354,10,60,"pleasant",1126,"TRUE","TRUE",3126,1
"993","Exclusion","48","HW47","pos","neutral","Memory","unpleasant",5840,13,60,"unpleasant",826,"FALSE","FALSE",3129,1
"994","Exclusion","48","HW50","neg","neutral","Memory","unpleasant",1004,10,70,"unpleasant",830,"TRUE","TRUE",10280,1
"995","Exclusion","48","HW51","neg","neutral","Memory","unpleasant",806,14,70,"unpleasant",1006,"TRUE","TRUE",7061,1
"996","Exclusion","48","HW52","neg","neutral","Memory","unpleasant",1067,11,70,"unpleasant",985,"TRUE","TRUE",9393,1
"997","Exclusion","48","HW54","pos","pos","Attitude","unpleasant",2467,85,80,"pleasant",556,"TRUE","FALSE",5346,1
"998","Exclusion","48","HW56","neg","neutral","Memory","unpleasant",962,-15,10,"unpleasant",644,"TRUE","TRUE",4279,1
"999","Exclusion","48","HW58","neg","neutral","Memory","unpleasant",855,10,80,"unpleasant",888,"TRUE","TRUE",3483,1
"1000","Exclusion","48","HW59","neg","neg","Memory","unpleasant",995,-65,-15,"unpleasant",909,"TRUE","TRUE",6530,1
"1001","Exclusion","50","HM01","neg","neutral","Memory","unpleasant",3223,5,15,"unpleasant",1135,"TRUE","TRUE",2606,0.875
"1002","Exclusion","50","HM03","neg","neutral","Attitude","unpleasant",3660,-6,15,"dont know",1800,NA,"FALSE",2402,0.875
"1003","Exclusion","50","HM05","pos","pos","Attitude","unpleasant",1783,40,37,"dont know",1049,NA,"TRUE",6377,0.875
"1004","Exclusion","50","HM06","neg","neg","Attitude","pleasant",1595,-40,-71,"dont know",1468,NA,"TRUE",3488,0.875
"1005","Exclusion","50","HM07","neg","neg","Attitude","pleasant",1708,-28,-36,"dont know",988,NA,"TRUE",9570,0.875
"1006","Exclusion","50","HM14","neg","neutral","Memory","unpleasant",1697,-5,-17,"unpleasant",903,"TRUE","TRUE",2595,0.875
"1007","Exclusion","50","HM16","neg","neutral","Memory","unpleasant",2040,-6,-12,"unpleasant",840,"TRUE","FALSE",2144,0.875
"1008","Exclusion","50","HM19","neg","neutral","Attitude","pleasant",12275,-7,5,"dont know",1174,NA,"FALSE",7664,0.875
"1009","Exclusion","50","HM20","pos","neutral","Attitude","pleasant",13904,-2,-9,"dont know",1833,NA,"FALSE",5736,0.875
"1010","Exclusion","50","HM24","pos","neutral","Memory","unpleasant",3530,-5,-8,"pleasant",1132,"TRUE","FALSE",10450,0.875
"1011","Exclusion","50","HM26","neg","neutral","Memory","unpleasant",2279,-5,-16,"unpleasant",977,"TRUE","TRUE",2597,0.875
"1012","Exclusion","50","HM33","pos","neutral","Memory","unpleasant",3360,-7,-15,"unpleasant",1028,"FALSE","TRUE",15255,0.875
"1013","Exclusion","50","HM34","neg","neutral","Memory","unpleasant",1870,7,0,"unpleasant",682,"TRUE","TRUE",5908,0.875
"1014","Exclusion","50","HM35","neg","neutral","Memory","unpleasant",2310,-7,-15,"unpleasant",827,"TRUE","FALSE",1833,0.875
"1015","Exclusion","50","HM37","neg","neg","Attitude","pleasant",5059,-42,-48,"dont know",724,NA,"FALSE",2487,0.875
"1016","Exclusion","50","HM40","pos","neutral","Memory","pleasant",3296,7,19,"pleasant",1628,"TRUE","TRUE",8207,0.875
"1017","Exclusion","50","HM41","neg","neutral","Memory","unpleasant",6983,7,16,"unpleasant",661,"TRUE","FALSE",1794,0.875
"1018","Exclusion","50","HM44","pos","neutral","Memory","pleasant",2207,6,23,"pleasant",851,"TRUE","TRUE",3036,0.875
"1019","Exclusion","50","HM45","neg","neg","Attitude","pleasant",1458,-42,-30,"unpleasant",1407,"TRUE","FALSE",2947,0.875
"1020","Exclusion","50","HM47","pos","neutral","Memory","pleasant",2535,-2,27,"pleasant",1154,"TRUE","TRUE",13513,0.875
"1021","Exclusion","50","HM49","neg","neg","Attitude","pleasant",1755,-36,-73,"dont know",963,NA,"TRUE",6833,0.875
"1022","Exclusion","50","HM50","pos","neutral","Memory","pleasant",1277,5,14,"pleasant",844,"TRUE","TRUE",3967,0.875
"1023","Exclusion","50","HM58","neg","neutral","Memory","unpleasant",2011,5,28,"unpleasant",874,"TRUE","TRUE",10052,0.875
"1024","Exclusion","50","HW01","pos","pos","Attitude","unpleasant",1738,33,44,"dont know",1645,NA,"FALSE",8344,0.875
"1025","Exclusion","50","HW02","pos","pos","Attitude","unpleasant",2797,35,35,"dont know",1220,NA,"TRUE",7826,0.875
"1026","Exclusion","50","HW05","pos","pos","Attitude","unpleasant",992,42,39,"dont know",1407,NA,"FALSE",8968,0.875
"1027","Exclusion","50","HW09","pos","neutral","Memory","pleasant",2726,0,8,"pleasant",3339,"TRUE","TRUE",11038,0.875
"1028","Exclusion","50","HW16","pos","neutral","Memory","pleasant",4303,-5,11,"pleasant",895,"TRUE","FALSE",5176,0.875
"1029","Exclusion","50","HW19","pos","neutral","Memory","pleasant",2106,0,20,"pleasant",799,"TRUE","FALSE",12068,0.875
"1030","Exclusion","50","HW23","pos","pos","Attitude","unpleasant",6407,48,45,"dont know",1130,NA,"TRUE",3080,0.875
"1031","Exclusion","50","HW27","pos","neutral","Memory","pleasant",2208,-7,15,"pleasant",858,"TRUE","TRUE",9683,0.875
"1032","Exclusion","50","HW34","pos","pos","Attitude","unpleasant",2238,40,39,"dont know",977,NA,"TRUE",3228,0.875
"1033","Exclusion","50","HW40","pos","pos","Attitude","unpleasant",1822,33,39,"dont know",1259,NA,"TRUE",6916,0.875
"1034","Exclusion","50","HW43","pos","neutral","Memory","pleasant",1494,5,21,"pleasant",902,"TRUE","TRUE",3038,0.875
"1035","Exclusion","50","HW47","neg","neg","Attitude","pleasant",1650,-29,-45,"dont know",1519,NA,"TRUE",3924,0.875
"1036","Exclusion","50","HW50","neg","neg","Attitude","pleasant",1649,-41,-73,"dont know",2919,NA,"FALSE",9235,0.875
"1037","Exclusion","50","HW51","neg","neutral","Attitude","pleasant",2617,0,13,"dont know",1289,NA,"FALSE",8948,0.875
"1038","Exclusion","50","HW54","pos","pos","Attitude","unpleasant",1805,36,41,"dont know",1568,NA,"TRUE",5358,0.875
"1039","Exclusion","50","HW56","neg","neutral","Memory","unpleasant",1592,-7,-9,"unpleasant",814,"TRUE","FALSE",2016,0.875
"1040","Exclusion","50","HW59","neg","neg","Attitude","pleasant",10782,-39,-60,"dont know",1165,NA,"FALSE",14442,0.875
"1041","Exclusion","51","HM02","neg","neutral","Memory","unpleasant",1185,-27,-33,"dont know",1062,NA,"FALSE",7907,1
"1042","Exclusion","51","HM03","neg","neutral","Memory","pleasant",5956,-17,-40,"dont know",1542,NA,"TRUE",6482,1
"1043","Exclusion","51","HM04","pos","neutral","Attitude","pleasant",2029,-12,-33,"dont know",1761,NA,"TRUE",5223,1
"1044","Exclusion","51","HM05","pos","pos","Attitude","unpleasant",1401,100,100,"dont know",2445,NA,"FALSE",2946,1
"1045","Exclusion","51","HM07","neg","neg","Attitude","pleasant",2271,-62,-91,"unpleasant",2037,"TRUE","FALSE",5612,1
"1046","Exclusion","51","HM11","neg","neutral","Attitude","pleasant",3460,23,-31,"dont know",1139,NA,"TRUE",2427,1
"1047","Exclusion","51","HM12","pos","neutral","Memory","unpleasant",4803,-24,37,"pleasant",1251,"TRUE","FALSE",4072,1
"1048","Exclusion","51","HM13","neg","neg","Attitude","pleasant",2176,-70,-62,"dont know",1063,NA,"FALSE",2539,1
"1049","Exclusion","51","HM15","neg","neutral","Memory","pleasant",2176,-22,-35,"dont know",1605,NA,"TRUE",10349,1
"1050","Exclusion","51","HM16","neg","neutral","Memory","pleasant",3474,12,48,"dont know",1330,NA,"TRUE",7495,1
"1051","Exclusion","51","HM17","pos","pos","Attitude","unpleasant",570,100,53,"dont know",1661,NA,"TRUE",5421,1
"1052","Exclusion","51","HM18","pos","neutral","Memory","unpleasant",2751,0,32,"dont know",1368,NA,"FALSE",9024,1
"1053","Exclusion","51","HM19","neg","neg","Attitude","unpleasant",1994,-77,58,"unpleasant",1998,"TRUE","TRUE",4709,1
"1054","Exclusion","51","HM22","pos","neutral","Attitude","pleasant",5760,-21,-34,"dont know",687,NA,"FALSE",4790,1
"1055","Exclusion","51","HM25","neg","neg","Attitude","unpleasant",3350,-63,47,"pleasant",2026,"FALSE","TRUE",3579,1
"1056","Exclusion","51","HM26","neg","neg","Attitude","pleasant",2520,-100,-100,"dont know",1282,NA,"FALSE",3797,1
"1057","Exclusion","51","HM34","pos","neutral","Attitude","pleasant",3094,-19,-44,"dont know",2082,NA,"FALSE",2195,1
"1058","Exclusion","51","HM35","neg","neg","Attitude","pleasant",2368,-63,-36,"unpleasant",2037,"TRUE","FALSE",2217,1
"1059","Exclusion","51","HM39","neg","neutral","Memory","unpleasant",2301,21,30,"dont know",1018,NA,"FALSE",7729,1
"1060","Exclusion","51","HM46","pos","neutral","Attitude","unpleasant",2132,-1,34,"pleasant",1553,"TRUE","TRUE",8327,1
"1061","Exclusion","51","HM49","neg","neg","Attitude","pleasant",4772,-92,-75,"pleasant",1880,"FALSE","FALSE",5225,1
"1062","Exclusion","51","HM57","pos","neutral","Memory","pleasant",2810,-21,32,"pleasant",1980,"TRUE","TRUE",7015,1
"1063","Exclusion","51","HW09","pos","neutral","Memory","pleasant",2605,-23,32,"pleasant",1410,"TRUE","TRUE",10623,1
"1064","Exclusion","51","HW10","pos","pos","Attitude","unpleasant",2434,86,36,"unpleasant",2736,"FALSE","FALSE",3188,1
"1065","Exclusion","51","HW12","pos","pos","Attitude","unpleasant",730,96,100,"dont know",1205,NA,"FALSE",6157,1
"1066","Exclusion","51","HW14","neg","neutral","Memory","pleasant",3812,0,56,"unpleasant",1658,"TRUE","FALSE",11407,1
"1067","Exclusion","51","HW16","pos","neutral","Memory","pleasant",1527,7,42,"pleasant",1211,"TRUE","TRUE",6244,1
"1068","Exclusion","51","HW21","pos","pos","Attitude","unpleasant",7121,100,47,"dont know",1562,NA,"TRUE",10605,1
"1069","Exclusion","51","HW23","pos","pos","Attitude","unpleasant",962,100,100,"dont know",3428,NA,"FALSE",1971,1
"1070","Exclusion","51","HW24","neg","neutral","Memory","unpleasant",3920,-11,37,"unpleasant",2106,"TRUE","TRUE",4345,1
"1071","Exclusion","51","HW30","neg","neutral","Memory","unpleasant",6725,-3,0,"dont know",1227,NA,"FALSE",6295,1
"1072","Exclusion","51","HW32","pos","pos","Attitude","unpleasant",4598,100,100,"unpleasant",4377,"FALSE","TRUE",9425,1
"1073","Exclusion","51","HW33","neg","neutral","Memory","unpleasant",1446,-23,-19,"unpleasant",6033,"TRUE","FALSE",7279,1
"1074","Exclusion","51","HW37","pos","neutral","Memory","pleasant",1812,23,45,"pleasant",1060,"TRUE","FALSE",5070,1
"1075","Exclusion","51","HW40","pos","pos","Attitude","unpleasant",1005,93,100,"dont know",1776,NA,"FALSE",2089,1
"1076","Exclusion","51","HW42","neg","neg","Attitude","pleasant",3807,-100,-100,"dont know",1384,NA,"FALSE",1933,1
"1077","Exclusion","51","HW46","pos","neutral","Memory","pleasant",744,20,41,"pleasant",4145,"TRUE","TRUE",5681,1
"1078","Exclusion","51","HW50","pos","neutral","Memory","pleasant",6121,21,0,"pleasant",1966,"TRUE","FALSE",9034,1
"1079","Exclusion","51","HW53","neg","neutral","Attitude","unpleasant",5663,25,49,"unpleasant",2022,"TRUE","FALSE",2349,1
"1080","Exclusion","51","HW54","neg","neutral","Memory","pleasant",655,22,34,"unpleasant",1074,"TRUE","FALSE",5854,1
"1161","Exclusion","55","HM05","pos","pos","Attitude","unpleasant",1961,76,79,"pleasant",810,"TRUE","TRUE",2944,0.875
"1162","Exclusion","55","HM06","neg","neg","Attitude","pleasant",1984,-79,-87,"unpleasant",801,"TRUE","TRUE",6424,0.875
"1163","Exclusion","55","HM11","neg","neg","Attitude","pleasant",2231,-63,-48,"unpleasant",2538,"TRUE","FALSE",2230,0.875
"1164","Exclusion","55","HM12","pos","neutral","Attitude","unpleasant",2996,-4,-18,"pleasant",1256,"TRUE","TRUE",18293,0.875
"1165","Exclusion","55","HM13","neg","neutral","Memory","unpleasant",1140,0,0,"unpleasant",513,"TRUE","FALSE",2333,0.875
"1166","Exclusion","55","HM14","neg","neutral","Memory","unpleasant",3437,7,0,"unpleasant",765,"TRUE","TRUE",4962,0.875
"1167","Exclusion","55","HM16","neg","neutral","Memory","unpleasant",2369,0,6,"unpleasant",926,"TRUE","FALSE",5144,0.875
"1168","Exclusion","55","HM17","pos","pos","Attitude","unpleasant",916,84,75,"pleasant",1825,"TRUE","FALSE",7266,0.875
"1169","Exclusion","55","HM19","neg","neutral","Memory","unpleasant",2043,3,-3,"unpleasant",608,"TRUE","TRUE",6327,0.875
"1170","Exclusion","55","HM21","neg","neutral","Attitude","unpleasant",3083,14,0,"pleasant",1639,"FALSE","TRUE",5320,0.875
"1171","Exclusion","55","HM22","neg","neg","Attitude","unpleasant",747,-80,-70,"unpleasant",1027,"TRUE","FALSE",2726,0.875
"1172","Exclusion","55","HM26","neg","neg","Attitude","pleasant",2254,-74,-70,"unpleasant",1384,"TRUE","FALSE",3705,0.875
"1173","Exclusion","55","HM28","pos","neutral","Memory","pleasant",2265,12,58,"pleasant",1228,"TRUE","FALSE",3692,0.875
"1174","Exclusion","55","HM33","neg","neutral","Memory","unpleasant",3892,13,-5,"unpleasant",769,"TRUE","TRUE",3807,0.875
"1175","Exclusion","55","HM37","neg","neg","Attitude","pleasant",2300,-74,-82,"unpleasant",555,"TRUE","TRUE",2499,0.875
"1176","Exclusion","55","HM40","pos","neutral","Attitude","pleasant",2366,16,10,"unpleasant",3363,"FALSE","FALSE",7602,0.875
"1177","Exclusion","55","HM46","neg","neutral","Memory","unpleasant",7970,15,-10,"unpleasant",1384,"TRUE","FALSE",9702,0.875
"1178","Exclusion","55","HM47","pos","neutral","Memory","unpleasant",6882,0,-29,"pleasant",837,"TRUE","TRUE",7687,0.875
"1179","Exclusion","55","HM49","neg","neg","Attitude","pleasant",2617,-74,-86,"unpleasant",721,"TRUE","TRUE",8162,0.875
"1180","Exclusion","55","HM50","neg","neutral","Memory","unpleasant",1532,-10,0,"unpleasant",801,"TRUE","FALSE",3396,0.875
"1181","Exclusion","55","HM56","pos","neutral","Memory","pleasant",1984,11,57,"pleasant",1501,"TRUE","FALSE",3462,0.875
"1182","Exclusion","55","HW03","pos","pos","Attitude","unpleasant",2116,77,67,"pleasant",761,"TRUE","FALSE",6058,0.875
"1183","Exclusion","55","HW04","pos","neutral","Memory","pleasant",2488,-5,13,"pleasant",1502,"TRUE","TRUE",15464,0.875
"1184","Exclusion","55","HW05","pos","pos","Attitude","unpleasant",2937,82,49,"pleasant",935,"TRUE","FALSE",4954,0.875
"1185","Exclusion","55","HW09","pos","neutral","Memory","pleasant",4387,-17,-26,"pleasant",3439,"TRUE","TRUE",13921,0.875
"1186","Exclusion","55","HW10","pos","neutral","Memory","unpleasant",4292,-16,0,"unpleasant",810,"FALSE","FALSE",4711,0.875
"1187","Exclusion","55","HW15","pos","pos","Attitude","unpleasant",2350,73,72,"pleasant",960,"TRUE","TRUE",12963,0.875
"1188","Exclusion","55","HW16","neg","neg","Attitude","pleasant",3207,-68,-50,"unpleasant",978,"TRUE","TRUE",10796,0.875
"1189","Exclusion","55","HW19","neg","neutral","Memory","pleasant",4313,-17,-49,"unpleasant",1767,"TRUE","TRUE",7402,0.875
"1190","Exclusion","55","HW22","pos","neutral","Memory","pleasant",7843,0,5,"pleasant",1868,"TRUE","TRUE",4948,0.875
"1191","Exclusion","55","HW24","pos","neutral","Attitude","pleasant",4722,-3,-4,"pleasant",2219,"TRUE","TRUE",11388,0.875
"1192","Exclusion","55","HW30","pos","neutral","Attitude","pleasant",5348,-16,0,"pleasant",2002,"TRUE","TRUE",5241,0.875
"1193","Exclusion","55","HW35","neg","neg","Attitude","pleasant",1526,-73,-52,"unpleasant",1258,"TRUE","FALSE",11629,0.875
"1194","Exclusion","55","HW36","pos","pos","Memory","pleasant",6757,89,75,"pleasant",662,"TRUE","TRUE",7595,0.875
"1195","Exclusion","55","HW42","neg","neutral","Memory","unpleasant",3876,-10,-10,"unpleasant",880,"TRUE","TRUE",2506,0.875
"1196","Exclusion","55","HW45","pos","neutral","Memory","pleasant",3699,9,28,"pleasant",860,"TRUE","TRUE",9292,0.875
"1197","Exclusion","55","HW50","neg","neutral","Attitude","pleasant",8537,0,0,"unpleasant",1737,"TRUE","TRUE",9092,0.875
"1198","Exclusion","55","HW53","pos","pos","Attitude","unpleasant",3816,71,72,"pleasant",1578,"TRUE","TRUE",10049,0.875
"1199","Exclusion","55","HW54","pos","pos","Attitude","unpleasant",3126,75,67,"pleasant",1101,"TRUE","FALSE",7286,0.875
"1200","Exclusion","55","HW58","neg","neutral","Memory","unpleasant",4757,17,26,"unpleasant",1412,"TRUE","FALSE",6592,0.875
"1241","Exclusion","57","HM01","neg","neutral","Memory","pleasant",5261,7,7,"pleasant",2756,"FALSE","TRUE",13562,0.875
"1242","Exclusion","57","HM02","pos","neutral","Attitude","pleasant",4119,-3,-8,"dont know",1116,NA,"TRUE",6161,0.875
"1243","Exclusion","57","HM04","neg","neg","Attitude","pleasant",7435,-48,-19,"dont know",863,NA,"TRUE",18801,0.875
"1244","Exclusion","57","HM05","pos","pos","Memory","pleasant",5858,42,17,"dont know",4703,NA,"TRUE",19423,0.875
"1245","Exclusion","57","HM06","pos","neutral","Memory","unpleasant",3144,-4,-44,"unpleasant",1053,"FALSE","TRUE",10030,0.875
"1246","Exclusion","57","HM07","neg","neg","Attitude","pleasant",15119,-71,-13,"dont know",4256,NA,"FALSE",12487,0.875
"1247","Exclusion","57","HM08","neg","neutral","Attitude","pleasant",6361,10,13,"dont know",915,NA,"TRUE",5765,0.875
"1248","Exclusion","57","HM14","pos","neutral","Attitude","pleasant",9517,9,-11,"dont know",2859,NA,"TRUE",19725,0.875
"1249","Exclusion","57","HM21","pos","neutral","Attitude","unpleasant",3683,9,9,"dont know",2224,NA,"FALSE",6742,0.875
"1250","Exclusion","57","HM22","neg","neg","Attitude","pleasant",5412,-49,-10,"dont know",3596,NA,"FALSE",3170,0.875
"1251","Exclusion","57","HM30","neg","neutral","Attitude","unpleasant",3621,5,16,"dont know",1040,NA,"TRUE",10417,0.875
"1252","Exclusion","57","HM32","neg","neutral","Attitude","pleasant",3057,10,6,"dont know",1190,NA,"FALSE",4104,0.875
"1253","Exclusion","57","HM33","neg","neutral","Attitude","pleasant",5014,-5,-11,"dont know",887,NA,"FALSE",3813,0.875
"1254","Exclusion","57","HM34","pos","neutral","Attitude","unpleasant",4650,8,7,"dont know",971,NA,"FALSE",6436,0.875
"1255","Exclusion","57","HM42","neg","neutral","Attitude","unpleasant",5973,6,10,"dont know",1066,NA,"TRUE",17481,0.875
"1256","Exclusion","57","HM43","neg","neutral","Attitude","pleasant",3657,9,-13,"unpleasant",4828,"TRUE","TRUE",5401,0.875
"1257","Exclusion","57","HM45","neg","neg","Attitude","pleasant",5848,-60,-47,"dont know",6345,NA,"FALSE",7816,0.875
"1258","Exclusion","57","HM47","neg","neutral","Memory","unpleasant",9890,-8,-5,"dont know",1319,NA,"TRUE",5352,0.875
"1259","Exclusion","57","HM51","pos","pos","Attitude","unpleasant",6650,49,9,"dont know",2994,NA,"TRUE",9985,0.875
"1260","Exclusion","57","HM53","neg","neutral","Attitude","unpleasant",8987,5,23,"dont know",3451,NA,"FALSE",3138,0.875
"1261","Exclusion","57","HM56","neg","neutral","Memory","pleasant",5197,4,18,"pleasant",2279,"FALSE","FALSE",10596,0.875
"1262","Exclusion","57","HW01","pos","pos","Attitude","unpleasant",4010,51,18,"dont know",1436,NA,"TRUE",10169,0.875
"1263","Exclusion","57","HW02","pos","pos","Attitude","unpleasant",2876,41,21,"dont know",1434,NA,"FALSE",2955,0.875
"1264","Exclusion","57","HW03","pos","pos","Attitude","unpleasant",3105,46,26,"dont know",1150,NA,"TRUE",9059,0.875
"1265","Exclusion","57","HW08","pos","neutral","Attitude","pleasant",6093,-9,-4,"dont know",836,NA,"FALSE",5542,0.875
"1266","Exclusion","57","HW09","pos","neutral","Memory","pleasant",3277,-6,-36,"pleasant",2249,"TRUE","TRUE",6367,0.875
"1267","Exclusion","57","HW10","pos","neutral","Memory","pleasant",5714,-7,8,"dont know",1792,NA,"TRUE",9165,0.875
"1268","Exclusion","57","HW11","neg","neutral","Attitude","unpleasant",2385,8,30,"dont know",938,NA,"FALSE",11611,0.875
"1269","Exclusion","57","HW22","pos","neutral","Memory","pleasant",5004,5,13,"pleasant",4323,"TRUE","TRUE",5473,0.875
"1270","Exclusion","57","HW23","pos","pos","Attitude","unpleasant",2018,44,27,"dont know",3211,NA,"TRUE",8306,0.875
"1271","Exclusion","57","HW31","pos","pos","Attitude","unpleasant",5926,67,30,"pleasant",4683,"TRUE","FALSE",7708,0.875
"1272","Exclusion","57","HW35","neg","neg","Attitude","pleasant",4885,-80,-69,"dont know",2855,NA,"TRUE",2033,0.875
"1273","Exclusion","57","HW37","pos","neutral","Attitude","unpleasant",2588,7,19,"dont know",1401,NA,"TRUE",8055,0.875
"1274","Exclusion","57","HW42","pos","neutral","Attitude","pleasant",7683,7,8,"dont know",1021,NA,"TRUE",6632,0.875
"1275","Exclusion","57","HW43","neg","neutral","Attitude","pleasant",10854,9,6,"dont know",922,NA,"TRUE",4131,0.875
